Unnamed: 0,num_police,date_debut_police,date_fin_police,REGION,DEPT,COMMUNE,CRITAIR,ENERGIE,AGE_VOIT,MARQUE,COULEUR,AGE_PERMIS,SEXE,AGEREV,CS1,ILT,TRANS,GARL,N_COND,ANCIENNETE,N_SINISTRE,1,2,3,4,5,COUT_SINISTRE,DATE_SINISTRE,IS_FRAUD,CHEMIN_IMAGE,SCORE_IA
355716,201000000068449,2013-07-09,2014-07-09,27,71,71246,Crit'air 4,Gazole,16,Dacia,Bleue,18,1,61,3,2,5,2,2,15,1,1117.7736472477,0.0,0.0,0.0,0,1127.08,2014-03-11,0,../data/True_data\trueimage_63.jpg,0.414888858795166
355787,201000000068542,2013-11-04,2014-11-04,76,09,09280,Non classee,Essence,25,Peugeot,Bleue,20,2,50,2,1,2,2,3,19,1,517.363842241428,0.0,0.0,0.0,0,396.29,2014-02-22,0,../data/True_data\trueimage_100.jpg,0.6575487852096558
355980,201300030106419,2012-02-10,2012-12-09,32,62,62779,Crit'air 1,Essence,5,Citroën,Rouge,19,1,42,3,2,5,1,2,0,1,2991.29988030483,0.0,0.0,0.0,0,1952.88,2012-10-10,0,../data/True_data\trueimage_68.jpg,0.6028667092323303
356095,201000000068914,2013-01-28,2014-01-14,84,69,69179,Crit'air 2,Gazole,19,Dacia,Blanche,18,2,28,5,2,5,1,2,17,1,2611.13890999074,0.0,0.0,0.0,0,1180.58,2013-06-17,1,../data/Fake_data\fakeimage_10.jpg,0.6013370752334595
356110,201000000068932,2013-03-04,2014-03-04,75,87,87008,Non classee,Gazole,25,Kia,Blanche,22,2,69,7,Z,Z,2,2,15,1,774.97551121533,0.0,0.0,0.0,0,5064.63,2013-12-24,0,../data/True_data\trueimage_18.jpg,0.8216730952262878
356339,201300030106460,2012-04-18,2013-04-18,93,84,84028,Crit'air 3,Gazole,18,Peugeot,Blanche,18,1,47,6,2,5,1,2,1,1,2513.1357950608,0.0,0.0,0.0,0,282.29,2013-02-11,0,../data/True_data\trueimage_84.jpg,0.4977790415287018
356399,201000000069272,2013-05-05,2014-05-05,27,70,70008,Crit'air 5,Gazole,22,Renault,Blanche,20,1,66,3,2,5,1,2,21,1,2352.67907851086,0.0,0.0,0.0,0,168.03,2013-11-14,0,../data/True_data\trueimage_8.jpg,0.8090991973876953
356487,201000000069379,2013-08-29,2014-08-29,76,65,65420,Crit'air 2,Gazole,8,Skoda,Rouge,24,1,64,6,1,5,2,1,4,1,0.0756026817792206,0.0,0.0,0.0,0,851.73,2014-07-30,0,../data/True_data\trueimage_7.jpg,0.6353809833526611
356577,201000000069493,2013-12-01,2014-12-01,11,91,91477,Crit'air 4,Gazole,19,Dacia,Grise,19,1,64,6,1,2,1,2,13,1,40.4029924354092,0.0,0.0,0.0,0,619.22,2014-04-15,0,../data/True_data\trueimage_74.jpg,0.6612858176231384
356649,201200020106501,2012-11-20,2013-11-09,76,30,30346,Crit'air 2,Essence,15,Volkswagen,Autre,19,1,38,4,2,5,2,1,0,1,2555.58673228042,0.0,0.0,0.0,0,883.11,2013-03-03,0,../data/True_data\trueimage_52.jpg,0.42809876799583435
356756,201000000069713,2013-08-29,2014-08-29,53,35,35282,Crit'air 3,Essence,15,Renault,Verte,20,1,71,7,Z,Z,1,2,6,2,141.692786701634,4020.78158397967,0.0,0.0,0,722.96,2013-09-08,0,../data/True_data\trueimage_28.jpg,0.5713337063789368
356756,201000000069713,2013-08-29,2014-08-29,53,35,35282,Crit'air 3,Essence,15,Renault,Verte,20,1,71,7,Z,Z,1,2,6,2,141.692786701634,4020.78158397967,0.0,0.0,0,263.36,2014-08-18,0,../data/True_data\trueimage_59.jpg,0.5331226587295532
357038,201000000070072,2013-01-17,2014-01-17,44,57,57351,Crit'air 3,Gazole,11,Renault,Verte,22,1,35,6,2,5,1,2,5,1,216.362097121597,0.0,0.0,0.0,0,1252.41,2013-09-26,0,../data/True_data\trueimage_116.jpg,0.40038153529167175
357335,201200020106599,2013-03-29,2014-03-29,75,24,24457,Crit'air 1,Essence,3,Tesla,Blanche,22,2,49,8,Z,Z,1,1,2,1,76.6176172862052,0.0,0.0,0.0,0,1533.18,2013-04-17,0,../data/True_data\trueimage_56.jpg,0.9349239468574524
357495,201000000070635,2013-06-27,2013-09-02,2,972,97216,Crit'air 2,Gazole,5,Opel,Blanche,19,1,57,6,1,2,2,2,3,1,877.669653057785,0.0,0.0,0.0,0,1593.57,2013-06-28,1,../data/Fake_data\fakeimage_181.jpg,0.9048373699188232
357782,201300030106624,2012-11-20,2013-11-20,53,56,56194,Crit'air 2,Essence,13,Renault,Noire,18,1,50,4,3,5,2,2,1,1,262.228560633574,0.0,0.0,0.0,0,521.74,2013-01-10,0,../data/True_data\trueimage_67.jpg,0.4169060289859772
357831,201000000071047,2013-12-30,2014-12-30,27,70,70094,Crit'air 1,Essence,6,Peugeot,Noire,19,1,66,2,2,5,1,2,4,1,1824.84463522433,0.0,0.0,0.0,0,545.27,2014-04-02,0,../data/True_data\trueimage_76.jpg,0.3820040822029114
357877,201000000071097,2013-11-28,2014-11-28,53,56,56163,Crit'air 5,Gazole,22,Renault,Grise,19,2,30,5,Z,Z,1,1,11,1,1354.57846615541,0.0,0.0,0.0,0,1208.25,2014-03-18,0,../data/True_data\trueimage_116.jpg,0.40038153529167175
357941,201000000071176,2013-07-06,2014-05-25,32,60,60175,Crit'air 3,Essence,21,Mini,Bleue,19,2,62,6,1,1,1,1,4,1,74.7229161477003,0.0,0.0,0.0,0,502.55,2013-07-12,0,../data/True_data\trueimage_98.jpg,0.3096746802330017
357977,201000000071221,2013-10-14,2014-10-14,24,28,28389,Crit'air 2,Gazole,3,Dacia,Verte,18,1,73,7,Z,Z,2,2,3,1,413.836536594394,0.0,0.0,0.0,0,777.72,2014-10-01,0,../data/True_data\trueimage_59.jpg,0.5331226587295532
358107,201300030106667,2013-09-10,2014-01-25,44,88,88512,Crit'air 3,Gazole,17,Volkswagen,Verte,19,2,26,4,2,5,1,2,1,1,914.566039790872,0.0,0.0,0.0,0,988.33,2013-11-05,0,../data/True_data\trueimage_98.jpg,0.3096746802330017
358143,201000000071420,2013-10-27,2014-10-27,76,46,46335,Crit'air 3,Gazole,24,BMW,Jaune,18,2,57,2,1,5,1,4,11,1,317.517361742796,0.0,0.0,0.0,0,35400.16,2014-07-08,0,../data/True_data\trueimage_54.jpg,0.9034841060638428
358374,201000000071703,2013-05-13,2014-05-13,27,70,70187,Crit'air 4,Gazole,20,Peugeot,Noire,20,1,61,6,3,6,2,3,14,1,1596.26198680881,0.0,0.0,0.0,0,370.76,2013-05-30,0,../data/True_data\trueimage_60.jpg,0.44428786635398865
358445,201100010106797,2013-08-05,2014-03-26,28,50,50492,Crit'air 2,Gazole,4,Volkswagen,Sable,18,2,44,5,2,5,1,2,0,1,969.232584036957,0.0,0.0,0.0,0,3587.85,2013-12-06,0,../data/True_data\trueimage_84.jpg,0.4977790415287018
358506,201000000071871,2013-10-27,2014-10-27,44,57,57083,Crit'air 3,Essence,11,Renault,Blanche,20,2,35,5,2,5,1,2,5,1,367.985593997043,0.0,0.0,0.0,0,430.72,2014-07-31,0,../data/True_data\trueimage_102.jpg,0.407327800989151
358902,201000000072369,2013-09-30,2014-09-30,94,2B,2B290,Crit'air 3,Essence,12,Mitsubishi,Grise,20,1,36,5,2,5,1,2,10,1,1085.451752579,0.0,0.0,0.0,0,233.58,2014-09-12,0,../data/True_data\trueimage_100.jpg,0.6575487852096558
359042,201000000072538,2013-03-25,2014-03-25,32,80,80119,Crit'air 5,Gazole,22,Renault,Verte,20,1,68,7,Z,Z,1,2,17,1,703.995202831959,0.0,0.0,0.0,0,1727.08,2013-12-02,0,../data/True_data\trueimage_93.jpg,0.7383500933647156
359227,201100010106908,2013-05-23,2014-05-23,75,64,64371,Crit'air 3,Essence,16,Citroën,Blanche,18,2,40,4,2,5,1,2,3,1,279.079525978017,0.0,0.0,0.0,0,193.99,2013-06-10,0,../data/True_data\trueimage_64.jpg,0.2394537776708603
359341,201300030106803,2012-06-05,2013-06-05,27,71,71056,Non classee,Essence,20,Dacia,Bleue,23,1,35,6,2,5,2,2,1,1,755.87083644036,0.0,0.0,0.0,0,2436.03,2012-12-21,0,../data/True_data\trueimage_4.jpg,0.5555599927902222
359677,201000000073336,2013-08-07,2014-08-07,32,80,80436,Crit'air 3,Gazole,12,Peugeot,Bleue,21,1,49,6,2,5,1,3,9,2,124.919376020992,1527.83653973397,0.0,0.0,0,2912.52,2014-04-08,0,../data/True_data\trueimage_56.jpg,0.9349239468574524
359677,201000000073336,2013-08-07,2014-08-07,32,80,80436,Crit'air 3,Gazole,12,Peugeot,Bleue,21,1,49,6,2,5,1,3,9,2,124.919376020992,1527.83653973397,0.0,0.0,0,463.09,2014-01-21,0,../data/True_data\trueimage_45.jpg,0.8885266184806824
360019,201200020106906,2012-10-11,2013-10-11,11,95,95369,Crit'air 2,Essence,5,Mini,Noire,18,1,48,4,1,1,2,1,2,1,6829.82559048626,0.0,0.0,0.0,0,2047.86,2013-02-16,0,../data/True_data\trueimage_85.jpg,0.6832008361816406
360033,201000000073756,2013-03-13,2014-03-13,44,67,67150,Crit'air 4,Gazole,15,Peugeot,Blanche,18,1,75,7,Z,Z,1,2,14,1,1412.04242865016,0.0,0.0,0.0,0,4859.08,2013-08-09,0,../data/True_data\trueimage_64.jpg,0.2394537776708603
360270,201200020106941,2012-04-20,2012-06-23,24,45,45306,Crit'air 2,Essence,8,Fiat,Noire,18,1,36,6,2,5,1,2,0,1,805.91716442272,0.0,0.0,0.0,0,2346.62,2012-05-30,0,../data/True_data\trueimage_8.jpg,0.8090991973876953
360301,201300030106913,2013-03-29,2014-03-14,84,74,74118,Crit'air 2,Essence,8,Mitsubishi,Violette,20,1,56,6,7,5,1,4,0,1,665.725865383794,0.0,0.0,0.0,0,258.77,2013-10-11,0,../data/True_data\trueimage_68.jpg,0.6028667092323303
360377,201300030106922,2012-12-26,2013-12-26,11,91,91458,Crit'air E,Electrique et hydrogene,3,Citroën,Verte,22,2,57,4,2,5,1,2,1,1,725.718655564383,0.0,0.0,0.0,0,3844.73,2013-01-03,0,../data/True_data\trueimage_32.jpg,0.6167263984680176
360407,201000000074214,2013-06-11,2014-06-11,44,68,68145,Crit'air 2,Gazole,20,Jeep,Sable,18,1,51,4,1,5,1,3,9,1,863.150061726701,0.0,0.0,0.0,0,671.59,2014-01-13,0,../data/True_data\trueimage_31.jpg,0.7259539365768433
360425,201000000074236,2013-06-04,2014-06-04,76,30,30241,Crit'air 2,Essence,14,Land Rover,Verte,20,2,64,5,1,5,1,1,5,1,444.878110159318,0.0,0.0,0.0,0,944.67,2013-08-08,0,../data/True_data\trueimage_22.jpg,0.9559832811355591
360480,201000000074303,2013-02-25,2014-02-25,28,76,76616,Non classee,Essence,25,Mazda,Blanche,23,2,63,3,2,5,1,2,10,1,187.398870867129,0.0,0.0,0.0,0,283.38,2014-02-25,0,../data/True_data\trueimage_102.jpg,0.407327800989151
360723,201000000074599,2013-05-16,2014-05-16,11,77,77173,Crit'air 2,Gazole,9,Peugeot,Noire,18,2,61,5,1,1,1,3,3,1,1302.83613302537,0.0,0.0,0.0,0,4995.42,2013-10-24,0,../data/True_data\trueimage_108.jpg,0.5135304927825928
360725,201300030106951,2012-11-19,2013-11-19,11,94,94043,Crit'air 3,Essence,15,Dacia,Violette,18,1,43,3,3,5,1,2,1,1,4610.52485111895,0.0,0.0,0.0,0,399.3,2013-07-09,0,../data/True_data\trueimage_50.jpg,0.9426663517951965
360974,201100010107130,2013-03-04,2013-06-06,11,95,95323,Crit'air 1,Essence,13,DS,Jaune,19,2,40,5,2,5,1,1,0,1,1016.91120936566,0.0,0.0,0.0,0,197.85,2013-03-06,0,../data/True_data\trueimage_83.jpg,0.6951559782028198
361034,201000000074991,2013-09-21,2014-09-21,75,17,17345,Crit'air 1,Essence,7,Renault,Bleue,18,2,64,6,3,5,1,2,3,1,246.318244176955,0.0,0.0,0.0,0,4291.53,2014-04-15,0,../data/True_data\trueimage_54.jpg,0.9034841060638428
361114,201000000075094,2013-07-11,2014-07-11,84,74,74279,Non classee,Gazole,25,Peugeot,Verte,18,2,77,7,Z,1,2,2,17,1,707.604944721316,0.0,0.0,0.0,0,977.17,2013-11-02,0,../data/True_data\trueimage_90.jpg,0.34352630376815796
361123,201000000075106,2013-10-18,2014-10-18,76,12,12200,Crit'air 2,Essence,10,Renault,Grise,20,1,56,2,1,5,1,3,9,1,1011.40070059216,0.0,0.0,0.0,0,426.5,2014-04-05,0,../data/True_data\trueimage_52.jpg,0.42809876799583435
361337,201300030107023,2012-09-01,2013-09-01,1,971,97129,Crit'air 2,Essence,9,Dacia,Grise,18,1,41,5,2,4,1,2,1,1,1078.93148812005,0.0,0.0,0.0,0,384.65,2013-01-20,0,../data/True_data\trueimage_39.jpg,0.46038079261779785
361429,201300030107030,2013-06-03,2014-04-17,11,93,93013,Crit'air 3,Gazole,21,Hyundai,Jaune,18,1,75,7,Z,Z,2,5,1,2,202.597967966483,125.467771252155,0.0,0.0,0,47.29,2014-03-15,0,../data/True_data\trueimage_30.jpg,0.6341759562492371
361429,201300030107030,2013-06-03,2014-04-17,11,93,93013,Crit'air 3,Gazole,21,Hyundai,Jaune,18,1,75,7,Z,Z,2,5,1,2,202.597967966483,125.467771252155,0.0,0.0,0,2332.6,2013-10-11,0,../data/True_data\trueimage_90.jpg,0.34352630376815796
361484,201100010107189,2012-09-11,2013-09-11,44,88,88193,Crit'air 3,Gazole,17,Citroën,Noire,18,1,55,6,3,5,2,2,3,1,2742.60640140241,0.0,0.0,0.0,0,6382.28,2013-05-05,0,../data/True_data\trueimage_17.jpg,0.9039190411567688
361585,201000000075702,2013-12-23,2014-12-23,44,54,54053,Crit'air 1,Essence,3,Volkswagen,Bleue,18,2,30,5,2,5,2,2,3,1,721.845762893442,0.0,0.0,0.0,0,155.93,2014-02-12,0,../data/True_data\trueimage_16.jpg,0.908631443977356
361724,201100010107221,2013-03-16,2014-03-16,32,60,60143,Crit'air 3,Essence,22,Citroën,Blanche,18,1,40,2,4,5,2,2,3,1,176.88958588337,0.0,0.0,0.0,0,1343.89,2013-07-18,0,../data/True_data\trueimage_108.jpg,0.5135304927825928
361757,201000000075912,2013-09-07,2014-09-07,32,59,59192,Crit'air 3,Gazole,11,Peugeot,Noire,20,1,49,6,2,5,1,3,4,1,3257.400697208,0.0,0.0,0.0,0,7077.9,2013-10-22,0,../data/True_data\trueimage_77.jpg,0.110697440803051
361854,201000000076032,2013-10-22,2014-10-22,24,18,18005,Crit'air 2,Gazole,4,Citroën,Sable,20,1,49,4,2,5,1,2,3,1,1330.28782312174,0.0,0.0,0.0,0,3605.27,2014-07-26,0,../data/True_data\trueimage_116.jpg,0.40038153529167175
361944,201000000076144,2013-11-19,2014-11-19,76,46,46020,Crit'air 2,Gazole,14,Opel,Autre,18,2,62,4,2,5,1,2,13,1,579.911905017937,0.0,0.0,0.0,0,204.84,2014-09-30,0,../data/True_data\trueimage_97.jpg,0.8092659711837769
361965,201000000076170,2013-10-27,2014-05-23,52,85,85025,Crit'air 2,Essence,8,Renault,Verte,19,1,35,4,1,5,1,1,0,1,1133.22763476206,0.0,0.0,0.0,0,628.34,2013-12-24,0,../data/True_data\trueimage_12.jpg,0.5258911848068237
362039,201000000076268,2013-12-17,2014-12-17,53,22,22217,Non classee,Gazole,25,BMW,Jaune,20,1,41,3,3,5,1,2,25,1,972.620712274071,0.0,0.0,0.0,0,365.3,2014-06-18,0,../data/True_data\trueimage_63.jpg,0.414888858795166
362074,201000000076314,2013-06-10,2014-06-10,75,86,86298,Crit'air 2,Gazole,10,Suzuki,Rouge,18,1,40,6,2,5,1,2,8,2,1384.53414229208,2478.82510022634,0.0,0.0,0,912.39,2013-12-28,0,../data/True_data\trueimage_80.jpg,0.5683096051216125
362074,201000000076314,2013-06-10,2014-06-10,75,86,86298,Crit'air 2,Gazole,10,Suzuki,Rouge,18,1,40,6,2,5,1,2,8,2,1384.53414229208,2478.82510022634,0.0,0.0,0,259.02,2014-06-09,0,../data/True_data\trueimage_13.jpg,0.21281377971172333
362409,201000000076703,2013-04-01,2014-04-01,27,58,58304,Crit'air 2,Essence,15,Skoda,Grise,18,2,65,7,Z,Z,1,2,13,1,6.63537647168846,0.0,0.0,0.0,0,435.69,2014-03-06,0,../data/True_data\trueimage_64.jpg,0.2394537776708603
362559,201000000076890,2013-11-19,2014-11-19,84,74,74224,Crit'air 1,Essence,7,Toyota,Autre,18,1,56,3,1,5,1,2,4,1,263.818644871797,0.0,0.0,0.0,0,10947.37,2014-08-10,0,../data/True_data\trueimage_4.jpg,0.5555599927902222
362685,201000000077048,2013-04-01,2014-04-01,32,60,60430,Crit'air 2,Gazole,5,Tesla,Verte,18,2,60,6,1,5,2,2,3,1,1.25533569939274,0.0,0.0,0.0,0,680.02,2013-04-10,0,../data/True_data\trueimage_26.jpg,0.38305309414863586
362697,201300030107177,2012-10-29,2013-03-13,75,64,64270,Crit'air 5,Gazole,22,Mercedes-Benz,Grise,18,1,52,3,2,5,1,3,1,1,888.327488116909,0.0,0.0,0.0,0,821.88,2012-12-05,0,../data/True_data\trueimage_22.jpg,0.9559832811355591
362702,201000000077069,2013-10-27,2014-10-27,44,57,57546,Crit'air 2,Gazole,10,Peugeot,Sable,18,2,58,5,2,5,1,3,9,1,19.5102518188435,0.0,0.0,0.0,0,760.53,2014-07-01,0,../data/True_data\trueimage_64.jpg,0.2394537776708603
362707,201000000077076,2013-12-12,2014-11-20,52,49,49109,Crit'air 2,Essence,4,Citroën,Noire,19,1,80,7,Z,Z,2,2,0,1,63.069927942733,0.0,0.0,0.0,0,402.85,2014-08-15,0,../data/True_data\trueimage_95.jpg,0.20437836647033691
362973,201200020107248,2012-10-08,2013-10-08,75,86,86198,Crit'air 3,Essence,17,Dacia,Noire,19,2,55,5,2,5,1,2,2,2,171.043224931803,3161.84713284502,0.0,0.0,0,33.94,2012-12-09,0,../data/True_data\trueimage_99.jpg,0.36410200595855713
362973,201200020107248,2012-10-08,2013-10-08,75,86,86198,Crit'air 3,Essence,17,Dacia,Noire,19,2,55,5,2,5,1,2,2,2,171.043224931803,3161.84713284502,0.0,0.0,0,8705.16,2013-07-16,0,../data/True_data\trueimage_25.jpg,0.5620905160903931
363017,201000000077449,2013-10-18,2014-10-18,32,62,62069,Crit'air 3,Essence,14,DS,Sable,20,1,26,6,2,5,2,2,9,1,1494.93983765127,0.0,0.0,0.0,0,273.04,2014-09-12,0,../data/True_data\trueimage_108.jpg,0.5135304927825928
363032,201100010107378,2013-03-27,2014-03-27,11,77,77450,Crit'air 2,Gazole,8,Volkswagen,Grise,18,2,51,5,3,5,1,3,3,1,170.005824870639,0.0,0.0,0.0,0,2424.33,2013-09-26,0,../data/True_data\trueimage_67.jpg,0.4169060289859772
363104,201000000077560,2013-12-22,2014-12-22,84,69,69286,Crit'air 1,Essence,12,Dacia,Sable,18,2,27,8,Z,Z,1,2,5,1,492.804707304659,0.0,0.0,0.0,0,960.68,2014-01-22,0,../data/True_data\trueimage_39.jpg,0.46038079261779785
363140,201100010107392,2013-07-26,2014-07-26,27,70,70195,Crit'air 2,Gazole,3,Citroën,Grise,21,2,39,5,2,5,1,1,3,1,41.0596612930318,0.0,0.0,0.0,0,585.18,2014-01-23,0,../data/True_data\trueimage_45.jpg,0.8885266184806824
363394,201000000077925,2013-08-28,2014-08-28,32,62,62647,Crit'air 3,Essence,15,Dacia,Noire,20,2,58,4,1,2,1,3,8,1,2050.47246072252,0.0,0.0,0.0,0,2638.72,2014-06-21,0,../data/True_data\trueimage_17.jpg,0.9039190411567688
363658,201000000078253,2013-04-30,2013-09-05,84,74,74205,Crit'air 1,Essence,3,Maserati,Noire,21,1,63,7,Z,Z,1,3,0,1,2448.66640587029,0.0,0.0,0.0,0,3697.96,2013-06-23,0,../data/True_data\trueimage_63.jpg,0.414888858795166
363673,201300030107279,2012-07-11,2013-07-11,76,34,34027,Crit'air 2,Gazole,3,Fiat,Bleue,19,2,43,4,2,5,1,2,1,1,332.327142647716,0.0,0.0,0.0,0,951.0,2012-08-13,0,../data/True_data\trueimage_106.jpg,0.3305511474609375
363821,201000000078457,2013-03-04,2014-03-04,27,25,25300,Crit'air 2,Gazole,4,Dacia,Blanche,23,2,55,6,7,6,1,2,3,1,844.513781555436,0.0,0.0,0.0,0,10086.33,2014-03-03,0,../data/True_data\trueimage_41.jpg,0.7081603407859802
363986,201200020107354,2013-01-16,2014-01-16,44,88,88244,Crit'air 1,Essence,4,Kia,Verte,19,1,57,4,3,5,1,2,2,1,764.065815284477,0.0,0.0,0.0,0,174.33,2013-10-06,0,../data/True_data\trueimage_73.jpg,0.17837922275066376
363988,201000000078664,2013-12-03,2014-12-03,11,94,94001,Crit'air 1,Essence,7,Land Rover,Verte,19,1,41,4,3,5,1,2,3,1,1174.87800070281,0.0,0.0,0.0,0,15700.48,2014-06-15,0,../data/True_data\trueimage_12.jpg,0.5258911848068237
364011,201000000078693,2013-02-23,2013-10-19,75,33,33521,Crit'air 3,Essence,20,Citroën,Bleue,20,2,80,7,Z,Z,1,1,13,1,380.666153463647,0.0,0.0,0.0,0,1937.74,2013-05-27,0,../data/True_data\trueimage_6.jpg,0.763137936592102
364028,201000000078715,2013-03-05,2014-03-05,52,72,72155,Crit'air 2,Essence,3,Fiat,Blanche,18,2,61,5,2,5,1,2,3,1,270.74825027673,0.0,0.0,0.0,0,1327.27,2013-07-18,0,../data/True_data\trueimage_54.jpg,0.9034841060638428
364207,201000000078927,2013-09-29,2014-03-21,75,86,86252,Crit'air 4,Gazole,20,Renault,Noire,18,1,37,6,1,5,1,1,12,1,601.796407728243,0.0,0.0,0.0,0,206.2,2013-11-29,0,../data/True_data\trueimage_110.jpg,0.6096000671386719
364220,201000000078943,2013-05-15,2014-05-15,53,35,35226,Crit'air 5,Gazole,21,Renault,Grise,18,1,64,6,2,6,2,2,15,1,238.940104193199,0.0,0.0,0.0,0,568.69,2014-01-27,0,../data/True_data\trueimage_44.jpg,0.3430103659629822
364566,201100010107543,2012-07-23,2013-03-14,84,38,38298,Crit'air 2,Essence,13,Peugeot,Verte,22,2,53,4,2,5,1,4,0,1,1070.91517802951,0.0,0.0,0.0,0,1695.62,2013-01-17,0,../data/True_data\trueimage_61.jpg,0.7423825263977051
364793,201000000079651,2013-09-25,2014-09-25,84,38,38005,Crit'air 2,Gazole,18,Hyundai,Blanche,18,2,55,3,2,3,1,1,15,1,1231.33416721441,0.0,0.0,0.0,0,7070.71,2014-02-04,0,../data/True_data\trueimage_87.jpg,0.8777451515197754
364796,201000000079656,2013-12-04,2014-12-04,44,67,67506,Crit'air 3,Essence,20,Toyota,Violette,19,1,48,6,Z,Z,1,1,12,1,140.575427574643,0.0,0.0,0.0,0,2043.93,2014-10-31,0,../data/True_data\trueimage_111.jpg,0.48448288440704346
364834,201000000079700,2013-01-13,2014-01-13,76,65,65473,Crit'air 1,Essence,7,Seat,Autre,19,1,49,3,2,5,1,2,6,1,1776.9153174002,0.0,0.0,0.0,0,1103.1,2014-01-10,0,../data/True_data\trueimage_99.jpg,0.36410200595855713
365184,201100010107623,2013-01-25,2014-01-25,75,64,64511,Crit'air 3,Essence,17,Peugeot,Noire,18,1,75,7,Z,Z,1,2,3,1,423.552393442066,0.0,0.0,0.0,0,3056.02,2013-03-05,0,../data/True_data\trueimage_66.jpg,0.19005782902240753
365240,201000000080211,2013-05-17,2014-05-17,75,23,23075,Crit'air 3,Gazole,11,Renault,Violette,18,1,57,1,1,5,1,1,9,1,807.345945048004,0.0,0.0,0.0,0,397.28,2013-06-04,0,../data/True_data\trueimage_79.jpg,0.7268850207328796
365289,201000000080272,2013-02-26,2014-02-26,27,25,25519,Crit'air 2,Essence,12,Peugeot,Jaune,18,2,57,4,1,5,2,1,7,1,446.548677766408,0.0,0.0,0.0,0,1656.37,2014-02-17,0,../data/True_data\trueimage_13.jpg,0.21281377971172333
365687,201200020107569,2012-08-31,2013-08-31,32,60,60525,Crit'air 3,Essence,12,Tesla,Noire,18,1,54,2,1,5,2,5,2,1,1685.32770244162,0.0,0.0,0.0,0,2206.4,2013-08-10,0,../data/True_data\trueimage_27.jpg,0.8369698524475098
365879,201100010107700,2012-10-08,2013-09-24,32,60,60159,Crit'air 2,Essence,5,Dacia,Sable,18,1,32,6,2,5,1,2,0,1,3771.94136423988,0.0,0.0,0.0,0,261.78,2012-10-29,0,../data/True_data\trueimage_112.jpg,0.6494401693344116
365920,201000000081062,2013-09-07,2014-09-07,27,90,90070,Crit'air 3,Essence,14,Renault,Noire,18,1,62,8,Z,Z,1,1,10,1,0.249124755653483,0.0,0.0,0.0,0,7050.46,2014-04-05,0,../data/True_data\trueimage_100.jpg,0.6575487852096558
366216,201000000081424,2013-02-19,2014-02-19,52,44,44018,Crit'air 3,Essence,20,Audi,Violette,18,1,39,4,2,5,1,2,18,1,4052.58603867912,0.0,0.0,0.0,0,122.66,2013-08-15,0,../data/True_data\trueimage_100.jpg,0.6575487852096558
366349,201000000081585,2013-03-01,2014-03-01,84,74,74010,Crit'air 3,Gazole,16,Volkswagen,Verte,18,2,79,7,Z,Z,1,1,10,1,1032.5003721874,0.0,0.0,0.0,0,328.98,2013-10-16,0,../data/True_data\trueimage_36.jpg,0.9288729429244995
366416,201000000081669,2013-09-19,2013-12-28,75,86,86167,Crit'air 5,Gazole,22,Skoda,Violette,18,1,25,6,Z,Z,1,1,0,1,434.472538976128,0.0,0.0,0.0,0,73.0,2013-12-26,0,../data/True_data\trueimage_35.jpg,0.9346244931221008
366728,201000000082062,2013-12-02,2014-10-15,52,85,85006,Crit'air 2,Gazole,6,Peugeot,Verte,18,1,48,6,2,5,1,2,0,1,1594.04476505018,0.0,0.0,0.0,0,58.48,2014-06-12,0,../data/True_data\trueimage_104.jpg,0.3771275579929352
366824,201000000082188,2013-10-14,2014-10-14,32,80,80520,Crit'air 3,Gazole,15,Renault,Blanche,20,2,63,1,1,1,1,2,4,1,301.421938535515,0.0,0.0,0.0,0,5193.71,2014-05-23,0,../data/True_data\trueimage_36.jpg,0.9288729429244995
366835,201000000082201,2013-01-30,2014-01-30,32,80,80177,Crit'air 3,Gazole,11,Volkswagen,Noire,20,1,67,7,Z,Z,1,2,7,1,8.31348808209758,0.0,0.0,0.0,0,10.53,2013-09-18,0,../data/True_data\trueimage_54.jpg,0.9034841060638428
366896,201200020107722,2012-12-05,2013-12-05,27,90,90043,Crit'air 2,Essence,4,Peugeot,Jaune,18,1,64,7,Z,Z,1,4,2,1,2143.44547391756,0.0,0.0,0.0,0,9922.0,2013-10-23,0,../data/True_data\trueimage_86.jpg,0.24479688704013824
366962,201000000082366,2013-02-15,2013-05-30,32,60,60072,Crit'air 1,Essence,10,Ford,Grise,18,2,47,3,2,5,1,2,0,1,1085.22056950023,0.0,0.0,0.0,0,1745.09,2013-02-28,0,../data/True_data\trueimage_74.jpg,0.6612858176231384
367012,201000000082422,2013-04-04,2014-04-04,32,80,80724,Crit'air 2,Essence,11,Peugeot,Sable,18,2,56,5,1,1,1,2,4,1,134.992970203914,0.0,0.0,0.0,0,2702.27,2013-12-23,0,../data/True_data\trueimage_15.jpg,0.912400484085083
367079,201000000082503,2013-03-23,2014-03-23,44,54,54104,Crit'air 3,Essence,14,Mercedes-Benz,Violette,20,1,29,6,2,5,2,2,8,1,7258.89426757315,0.0,0.0,0.0,0,1621.35,2013-06-26,0,../data/True_data\trueimage_66.jpg,0.19005782902240753
