policy_id;policy_state;policy_deductible;policy_annual_premium;insured_age;insured_sex;insured_education_level;insured_occupation;insured_hobbies;incident_date;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;bodily_injuries;witnesses;police_report_available;claim_amount;total_claim_amount;suspicion_score;motif_suspicion
POL112596;CA;400;1198.38;36;FEMALE;PhD;Doctor;chess;05/03/2025;Vehicle Theft;Front;Major Damage;inconnu;NY;Lake Michelleside;8;4;1;4;No;24249.88;20911.84;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL112765;NY;200;955.3;61;OTHER;Masters;Lawyer;camping;08/06/2025;Single Vehicle Collision;Front;Major Damage;Police;GA;Davistown;22;4;1;0;No;20708.13;23204.63;113.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve
POL112877;GA;700;1232.24;32;OTHER;High School;Teacher;chess;10/03/2025;Vehicle Theft;Unknown;Major Damage;inconnu;OH;Davisburgh;4;4;4;2;Yes;22681.23;23800.12;113.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Nombre de vehicules impliques eleve | Horaire atypique
POL113162;IL;500;708.62;66;MALE;Masters;Lawyer;camping;30/11/2023;Multi-vehicle Collision;Side;Minor Damage;Fire;FL;Stephanieberg;20;3;2;0;No;22210.62;23443.51;113.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve
POL113202;NC;500;666.6;18;MALE;High School;Manager;hiking;14/03/2025;Parked Car;Front;Minor Damage;Fire;GA;North Paulabury;7;4;1;0;No;22783.06;20107.13;113.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Voiture garee avec trop de vehicules impliques
POL113239;IL;700;1085.97;19;MALE;PhD;Sales;hiking;26/01/2024;Single Vehicle Collision;Side;Total Loss;Ambulance;GA;Kirkbury;2;3;2;1;No;21911.36;24688.19;113.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Horaire atypique
POL113246;CA;400;1332.86;55;FEMALE;College;Doctor;chess;10/03/2025;Multi-vehicle Collision;Side;Total Loss;Police;TX;Stevenstad;23;4;0;4;No;23790.43;22489.38;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique
POL113500;NY;200;856.85;21;MALE;High School;Teacher;chess;29/08/2025;Parked Car;Side;Minor Damage;Ambulance;CA;Joshuaview;8;3;0;0;No;20787.55;19044.58;113.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Voiture garee avec trop de vehicules impliques
POL113683;IL;800;1387.79;27;MALE;PhD;Engineer;yachting;01/01/2024;Vehicle Theft;Side;Total Loss;Ambulance;MI;Lake Michael;20;3;3;1;No;26556.46;22488.87;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL114853;GA;700;1477.16;49;OTHER;PhD;Manager;paintball;22/05/2024;Multi-vehicle Collision;Side;Major Damage;Police;NY;Cruzview;18;4;2;0;No;24062.34;21173.09;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve
POL115148;FL;700;1264.64;46;FEMALE;High School;Clerk;reading;03/10/2025;Multi-vehicle Collision;Front;Major Damage;Fire;NY;Simpsonside;20;3;2;0;No;25362.59;22473.18;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve
POL115435;MI;400;1250.85;47;MALE;PhD;Teacher;hiking;14/06/2024;Vehicle Theft;Front;Total Loss;inconnu;FL;East Andrewbury;23;4;4;4;Yes;27316.02;23877.63;113.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL115777;FL;500;794.94;67;MALE;Masters;Doctor;movies;11/06/2025;Parked Car;Front;Major Damage;Fire;NC;Mullenchester;23;4;0;4;No;21141.78;21257.83;113.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL116980;MI;300;1418.94;42;FEMALE;Masters;Clerk;yachting;26/01/2024;Single Vehicle Collision;Side;Total Loss;Fire;NY;Santanaton;0;4;1;3;No;23183.0;23627.75;113.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Horaire atypique
POL117709;MI;700;1341.17;37;FEMALE;High School;Engineer;paintball;11/06/2024;Single Vehicle Collision;Side;Total Loss;Ambulance;OH;Rosshaven;3;3;2;4;No;24542.2;23730.14;113.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Horaire atypique
POL118259;MI;300;825.31;27;OTHER;High School;Technician;paintball;21/02/2024;Single Vehicle Collision;Unknown;Minor Damage;Ambulance;OH;Rowlandfort;3;4;3;5;No;26799.86;23002.68;113.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Horaire atypique
POL118646;PA;600;1362.02;25;FEMALE;Masters;Technician;chess;19/01/2025;Multi-vehicle Collision;Unknown;Minor Damage;Police;GA;Charlesfort;4;4;2;5;No;26975.65;23530.61;113.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Horaire atypique
POL118951;NC;400;910.78;51;FEMALE;College;Lawyer;movies;11/02/2024;Single Vehicle Collision;Side;Major Damage;Fire;MI;New Virginia;21;4;0;0;No;21711.3;22128.52;113.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL119257;FL;300;1036.93;45;FEMALE;PhD;Lawyer;chess;02/09/2025;Parked Car;Rear;Total Loss;Fire;IL;South Nathan;16;3;0;3;Yes;29427.23;24655.47;113.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Voiture garee avec trop de vehicules impliques
POL119600;TX;1000;897.45;75;MALE;PhD;Technician;yachting;14/02/2025;Parked Car;Unknown;Minor Damage;Police;PA;Matthewshire;1;3;0;3;No;22990.99;19802.19;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL119685;NC;600;1061.54;65;FEMALE;Masters;Technician;movies;14/06/2025;Multi-vehicle Collision;Side;Minor Damage;Police;GA;Jessefurt;17;3;2;0;No;21184.53;23754.59;113.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve
POL119903;NC;200;1258.84;42;MALE;Masters;Sales;yachting;12/10/2025;Multi-vehicle Collision;Front;Total Loss;Fire;PA;Manningfort;4;3;3;3;No;22322.35;24747.54;113.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Horaire atypique
POL119975;TX;1000;1458.86;75;MALE;High School;Doctor;yachting;09/06/2024;Parked Car;Front;Total Loss;inconnu;PA;West Tiffanymouth;23;4;4;5;No;23618.67;22223.52;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL120040;OH;1000;1379.07;33;MALE;Masters;Engineer;yachting;13/01/2025;Single Vehicle Collision;Rear;Major Damage;Fire;NC;Cruzland;21;4;2;0;No;21567.45;22851.24;113.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve
POL120294;GA;600;1482.25;74;OTHER;PhD;Sales;paintball;21/05/2025;Vehicle Theft;Side;Major Damage;inconnu;CA;South James;10;3;0;3;No;22187.31;18945.58;113.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL120664;NY;1000;1223.6;58;MALE;College;Engineer;hiking;11/05/2025;Parked Car;Side;Major Damage;inconnu;TX;Wuview;4;3;4;1;No;20689.16;23315.8;113.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL120739;IL;800;1364.94;35;OTHER;High School;Lawyer;camping;01/12/2024;Parked Car;Side;Total Loss;inconnu;PA;Webbberg;23;4;0;2;No;20848.84;18814.6;113.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL121324;FL;200;942.09;33;MALE;High School;Doctor;reading;25/03/2025;Vehicle Theft;Rear;Minor Damage;inconnu;TX;Nicholasside;9;3;1;3;No;22164.78;23034.37;113.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL122126;CA;500;1337.54;65;OTHER;Masters;Engineer;paintball;09/07/2024;Vehicle Theft;Side;Minor Damage;Fire;FL;West Brianville;7;4;1;5;No;23510.19;19839.25;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL122272;MI;400;612.49;30;FEMALE;PhD;Technician;camping;02/11/2024;Vehicle Theft;Unknown;Major Damage;Police;NC;Andersonland;8;3;1;0;No;25155.34;21651.0;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve
POL123281;NY;300;710.79;54;FEMALE;College;Teacher;chess;02/03/2024;Vehicle Theft;Front;Total Loss;Police;GA;Thompsonland;20;3;0;2;No;22265.66;20593.53;113.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL123642;IL;500;708.49;46;FEMALE;College;Engineer;reading;22/03/2024;Parked Car;Side;Major Damage;Police;PA;Emilyview;3;4;2;5;No;23161.37;21858.34;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL124835;IL;400;704.22;49;FEMALE;College;Doctor;yachting;29/08/2025;Vehicle Theft;Rear;Minor Damage;Fire;MI;Charlesland;22;3;2;3;No;25948.67;21816.9;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL125024;NY;500;1200.3;41;FEMALE;Masters;Doctor;movies;15/10/2024;Vehicle Theft;Unknown;Total Loss;Police;CA;Kristinfurt;0;4;4;4;Yes;25691.41;22920.03;113.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Nombre de vehicules impliques eleve | Horaire atypique
POL125658;NY;300;1401.82;44;OTHER;High School;Sales;hiking;30/06/2024;Vehicle Theft;Front;Minor Damage;Fire;NY;Williamsshire;11;3;4;4;No;21740.48;22849.47;113.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL125746;IL;200;1448.12;19;OTHER;High School;Teacher;reading;31/03/2025;Vehicle Theft;Front;Minor Damage;Ambulance;TX;East Scott;9;3;3;3;No;23350.57;19500.8;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL125892;NC;1000;1411.99;69;OTHER;PhD;Technician;movies;29/04/2024;Vehicle Theft;Unknown;Minor Damage;inconnu;NC;Matthewview;2;3;3;2;Yes;26374.1;23370.14;113.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Nombre de vehicules impliques eleve | Horaire atypique
POL126208;FL;400;892.36;63;MALE;PhD;Engineer;paintball;25/11/2023;Vehicle Theft;Front;Total Loss;Ambulance;PA;Christopherbury;6;3;0;4;No;20502.88;21194.11;113.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL126265;TX;1000;1058.09;26;FEMALE;High School;Engineer;hiking;20/06/2024;Vehicle Theft;Rear;Minor Damage;Ambulance;NC;Bankstown;18;4;4;4;No;25195.14;21759.64;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL126324;MI;300;617.28;71;MALE;High School;Sales;chess;01/11/2024;Multi-vehicle Collision;Unknown;Major Damage;Police;NC;North Daniel;23;4;0;4;No;25742.03;22333.64;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique
POL126391;CA;700;862.8;72;MALE;College;Technician;yachting;24/11/2023;Vehicle Theft;Rear;Major Damage;Ambulance;OH;Mitchelltown;15;4;2;2;No;25511.57;21812.26;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL127622;FL;700;739.26;74;OTHER;Masters;Doctor;yachting;23/01/2025;Vehicle Theft;Front;Major Damage;inconnu;IL;Trujillochester;19;4;0;3;No;22406.06;22209.41;113.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL127815;CA;400;885.74;20;OTHER;Masters;Lawyer;chess;23/04/2024;Vehicle Theft;Rear;Total Loss;Ambulance;NC;New Paula;9;3;0;4;No;21911.67;21366.2;113.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL128087;OH;700;818.22;69;MALE;Masters;Engineer;paintball;15/07/2024;Vehicle Theft;Front;Minor Damage;Police;MI;New Sandraberg;13;3;3;2;No;25323.01;21437.31;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL128270;IL;200;1305.04;22;MALE;High School;Teacher;paintball;19/09/2024;Vehicle Theft;Side;Minor Damage;Police;GA;East Richard;5;3;2;0;No;19927.47;20360.77;113.0;Montant de reclamation eleve (>= P75) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Horaire atypique
POL129746;GA;500;1114.19;53;FEMALE;College;Teacher;yachting;07/10/2025;Parked Car;Unknown;Total Loss;Fire;NC;East Shannonmouth;1;4;1;4;No;24601.25;22332.04;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL129930;GA;800;666.61;19;FEMALE;College;Manager;movies;11/10/2024;Vehicle Theft;Front;Total Loss;Police;CA;Lake Angela;17;4;4;3;No;23859.65;19960.16;113.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL101527;GA;1000;1127.17;30;MALE;PhD;Clerk;reading;13/01/2025;Multi-vehicle Collision;Rear;Total Loss;Police;NY;Kirbymouth;1;1;0;0;Yes;25504.65;22657.66;112.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Gravite elevee sans blesse declare | Horaire atypique
POL103859;OH;400;1474.51;65;FEMALE;High School;Engineer;movies;14/11/2023;Vehicle Theft;Rear;Total Loss;Police;CA;West Thomasborough;21;2;1;0;Yes;25491.03;23497.09;112.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Vol declare avec collision renseignee
POL108493;GA;600;1094.57;26;FEMALE;High School;Doctor;movies;30/01/2024;Vehicle Theft;Rear;Total Loss;inconnu;GA;Allenport;6;1;2;0;Yes;25392.01;22939.81;112.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Vol declare avec collision renseignee
POL118593;NC;600;725.67;23;MALE;Masters;Manager;reading;19/04/2025;Vehicle Theft;Rear;Total Loss;inconnu;FL;New Cynthia;6;1;4;0;Yes;24113.17;22978.79;112.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Vol declare avec collision renseignee
POL113250;GA;200;1470.12;29;OTHER;High School;Doctor;hiking;17/08/2025;Vehicle Theft;Side;Minor Damage;Fire;NC;Hooperburgh;3;4;2;5;No;16388.4;24600.79;111.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL100143;TX;700;659.65;49;FEMALE;Masters;Doctor;movies;01/02/2024;Single Vehicle Collision;Rear;Total Loss;Ambulance;GA;Colemanport;13;3;0;0;No;15452.64;23613.87;110.0;Montant de reclamation eleve (>= P75) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL100186;TX;700;781.44;20;OTHER;High School;Doctor;paintball;30/12/2023;Vehicle Theft;Side;Total Loss;Police;IL;New Danielhaven;23;1;2;5;No;23322.69;22013.0;110.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Horaire atypique
POL100250;PA;200;780.53;49;MALE;PhD;Manager;hiking;25/03/2025;Parked Car;Rear;Minor Damage;Fire;NC;Lake Dianaport;21;2;1;1;No;28519.74;24213.16;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL100820;TX;800;1274.36;41;MALE;High School;Manager;hiking;12/03/2025;Multi-vehicle Collision;Front;Major Damage;Police;NC;South Lisaborough;17;1;4;3;No;29320.18;24516.98;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL100934;FL;400;800.54;61;OTHER;High School;Lawyer;camping;17/07/2024;Single Vehicle Collision;Rear;Major Damage;inconnu;OH;Emilyfort;23;1;4;0;No;20432.47;23335.6;110.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Horaire atypique
POL101070;OH;800;916.47;27;MALE;High School;Engineer;movies;15/03/2024;Multi-vehicle Collision;Rear;Total Loss;Fire;FL;New Becky;22;2;2;2;No;26637.28;23887.37;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL101272;TX;700;831.84;69;FEMALE;Masters;Doctor;chess;03/07/2025;Parked Car;Side;Total Loss;Police;MI;West Sharonfurt;19;4;4;0;No;19645.78;23198.91;110.0;Montant de reclamation eleve (>= P75) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Voiture garee avec trop de vehicules impliques
POL101818;TX;800;888.48;67;OTHER;High School;Technician;camping;19/01/2025;Vehicle Theft;Rear;Total Loss;Fire;GA;Lake Travis;2;2;4;3;No;19337.58;24717.88;110.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL101857;FL;400;851.55;40;MALE;Masters;Doctor;camping;28/12/2024;Vehicle Theft;Front;Minor Damage;Fire;MI;Hernandezport;1;1;2;5;Yes;23831.38;21925.0;110.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL102571;GA;800;737.16;25;OTHER;College;Sales;paintball;22/01/2025;Vehicle Theft;Side;Total Loss;inconnu;OH;North Christyport;11;4;2;0;Yes;24835.24;21470.75;110.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL102806;GA;600;1340.73;62;MALE;PhD;Sales;chess;06/07/2024;Vehicle Theft;Unknown;Minor Damage;inconnu;GA;Woodfurt;3;2;2;5;No;21495.14;21095.38;110.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Horaire atypique
POL102837;MI;300;725.81;69;FEMALE;College;Engineer;yachting;26/10/2024;Single Vehicle Collision;Unknown;Minor Damage;Fire;FL;Port Josephview;12;1;2;5;No;24644.99;24428.18;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL103276;TX;1000;1204.52;53;FEMALE;Masters;Technician;chess;11/01/2025;Parked Car;Unknown;Major Damage;Fire;OH;Danielchester;12;2;4;4;No;27391.1;24252.05;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL103658;TX;300;1445.41;72;OTHER;PhD;Technician;yachting;14/01/2024;Parked Car;Front;Total Loss;Police;PA;Jimmymouth;19;2;4;3;No;28550.25;24791.29;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL103754;TX;300;1010.87;65;MALE;High School;Technician;camping;07/09/2025;Single Vehicle Collision;Unknown;Major Damage;Police;PA;South James;8;2;1;2;No;28026.47;24124.75;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL103807;IL;1000;1086.84;58;OTHER;High School;Technician;reading;01/04/2025;Multi-vehicle Collision;Unknown;Minor Damage;Ambulance;MI;East Stevenside;16;1;0;2;No;24612.19;23860.23;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL104108;MI;800;627.79;43;MALE;PhD;Engineer;yachting;11/12/2023;Single Vehicle Collision;Front;Total Loss;Police;PA;Mileston;10;2;3;1;No;26756.02;24892.17;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL104190;NC;600;1037.49;24;FEMALE;PhD;Teacher;movies;23/07/2024;Multi-vehicle Collision;Rear;Minor Damage;Fire;PA;Cowanhaven;19;2;0;3;No;24556.64;24980.0;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
