policy_id;policy_state;policy_deductible;policy_annual_premium;insured_age;insured_sex;insured_education_level;insured_occupation;insured_hobbies;incident_date;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;bodily_injuries;witnesses;police_report_available;claim_amount;total_claim_amount;fraud_reported;suspicion_score;motif_suspicion
POL124823;CA;500;600.55;38;MALE;College;Technician;camping;27/02/2025;Vehicle Theft;Rear;Total Loss;Fire;FL;East Nathanmouth;14;2;2;0;Yes;1387.43;1392.84;Y;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL125113;NC;600;1010.13;58;FEMALE;Masters;Engineer;chess;17/04/2025;Vehicle Theft;Side;Total Loss;Inconnu;IL;Cherylside;16;1;4;0;Yes;11712.67;21850.0;Y;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL125291;OH;1000;1296.4;41;FEMALE;Masters;Lawyer;camping;19/11/2024;Vehicle Theft;Front;Total Loss;Fire;MI;Ashleyburgh;9;3;3;0;Yes;10785.42;9762.11;Y;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL125534;TX;500;1067.58;39;FEMALE;College;Lawyer;paintball;11/12/2023;Vehicle Theft;Front;Total Loss;Ambulance;MI;Port Evanhaven;6;2;1;0;Yes;5052.65;9051.27;N;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL125833;IL;400;760.19;20;FEMALE;Masters;Manager;yachting;23/06/2025;Vehicle Theft;Rear;Major Damage;Police;OH;East Hannahfort;3;3;2;0;No;20203.19;24688.25;N;65.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans)
POL125982;TX;1000;1217.02;59;FEMALE;Masters;Sales;hiking;08/01/2024;Vehicle Theft;Side;Total Loss;Inconnu;NC;New Olivia;17;3;3;0;Yes;11747.88;10804.41;N;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL126173;OH;700;663.84;55;FEMALE;High School;Teacher;reading;13/05/2025;Vehicle Theft;Rear;Total Loss;Inconnu;NC;South Sarah;15;4;0;0;Yes;3329.9;4565.15;N;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL126366;OH;500;880.39;48;FEMALE;Masters;Teacher;chess;15/04/2025;Vehicle Theft;Front;Total Loss;Inconnu;TX;Connieshire;13;2;0;0;Yes;17644.49;21170.7;Y;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL126722;MI;700;899.29;30;OTHER;Masters;Manager;movies;13/05/2025;Vehicle Theft;Side;Total Loss;Police;OH;Kimberlyview;18;4;2;0;Yes;12583.36;11956.64;N;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL127082;PA;800;1487.32;55;MALE;College;Lawyer;paintball;25/06/2024;Vehicle Theft;Side;Total Loss;Police;FL;Coxbury;12;3;3;0;Yes;14515.24;14776.1;N;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL127222;CA;200;759.5;52;OTHER;PhD;Clerk;hiking;06/10/2024;Vehicle Theft;Rear;Total Loss;Ambulance;NC;Williamsmouth;20;3;0;0;Yes;15836.27;20906.88;Y;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL127329;GA;700;1203.37;36;OTHER;High School;Lawyer;reading;22/08/2025;Vehicle Theft;Side;Total Loss;Fire;FL;Lake Robert;18;2;0;0;Yes;6089.47;5404.85;Y;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL127399;FL;500;757.47;42;MALE;Masters;Doctor;yachting;01/09/2025;Vehicle Theft;Side;Total Loss;Ambulance;FL;New Robertfort;18;1;3;0;Yes;6991.53;10558.01;N;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL127655;PA;800;1258.8;48;MALE;College;Teacher;yachting;26/01/2024;Vehicle Theft;Rear;Total Loss;Police;CA;Port Shannon;22;1;0;0;Yes;4499.33;4183.95;Y;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL127763;NY;700;1408.29;74;OTHER;Masters;Manager;chess;21/02/2025;Vehicle Theft;Rear;Total Loss;Fire;TX;Gravesfurt;20;4;3;0;Yes;2943.21;4022.57;N;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL127871;GA;1000;974.73;65;MALE;PhD;Engineer;reading;05/08/2024;Vehicle Theft;Side;Total Loss;Inconnu;MI;Wayneport;17;3;1;0;Yes;2228.8;4433.12;Y;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL128254;PA;700;1362.95;60;OTHER;High School;Doctor;movies;02/05/2024;Vehicle Theft;Side;Total Loss;Inconnu;CA;Port Johnville;21;2;3;0;Yes;16030.3;20770.24;N;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL128636;TX;800;1312.57;54;OTHER;High School;Manager;movies;04/07/2024;Vehicle Theft;Side;Total Loss;Inconnu;IL;Jonstad;23;2;3;0;Yes;12186.18;10237.34;Y;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL129219;IL;200;1192.37;57;FEMALE;PhD;Engineer;chess;18/08/2025;Vehicle Theft;Rear;Total Loss;Police;NY;New Jeff;8;2;1;0;Yes;3522.39;4466.7;Y;65.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent)
POL100143;TX;700;659.65;49;FEMALE;Masters;Doctor;movies;01/02/2024;Single Vehicle Collision;Rear;Total Loss;Ambulance;GA;Colemanport;13;3;0;0;No;15452.64;23613.87;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL100260;TX;200;747.14;40;OTHER;Masters;Engineer;movies;27/11/2023;Parked Car;Side;Total Loss;Ambulance;IL;West Samanthaborough;8;3;2;0;Yes;18393.5;21201.08;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL100565;TX;600;970.95;45;FEMALE;Masters;Lawyer;movies;09/04/2025;Parked Car;Rear;Total Loss;Ambulance;TX;Anthonybury;14;3;1;0;Yes;16082.42;18225.98;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL101517;PA;300;1146.28;59;MALE;High School;Teacher;reading;22/04/2025;Single Vehicle Collision;Side;Total Loss;Inconnu;IL;East Samantha;8;2;1;0;Yes;16515.48;24196.52;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant total extreme (>= P95)
POL101592;GA;200;1275.72;40;FEMALE;High School;Clerk;yachting;07/06/2025;Vehicle Theft;Unknown;Total Loss;Police;PA;Port Jerry;11;2;4;0;No;13752.46;22614.04;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL101644;IL;700;1216.62;73;MALE;High School;Engineer;reading;27/01/2025;Single Vehicle Collision;Unknown;Total Loss;Police;OH;Jacquelinefurt;15;2;2;0;No;17543.71;22539.25;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL102007;GA;200;1499.55;56;FEMALE;High School;Lawyer;movies;08/08/2024;Single Vehicle Collision;Unknown;Total Loss;Police;PA;West Kennethtown;4;1;4;0;No;12366.24;22949.94;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL102237;OH;300;817.73;51;MALE;High School;Manager;chess;10/01/2025;Parked Car;Front;Total Loss;Inconnu;MI;West Stephanie;6;3;2;0;Yes;1079.3;1483.05;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL102754;MI;200;1361.15;47;MALE;College;Doctor;yachting;17/01/2024;Parked Car;Side;Total Loss;Police;IL;Fryechester;9;4;1;0;Yes;1967.48;3127.26;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL102834;MI;200;1096.43;59;FEMALE;PhD;Clerk;movies;27/12/2024;Parked Car;Front;Total Loss;Fire;CA;Port Colleenhaven;20;3;2;0;Yes;2675.36;2676.01;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL103969;TX;500;994.93;62;FEMALE;High School;Technician;paintball;04/06/2025;Parked Car;Front;Total Loss;Fire;GA;Kennethfurt;20;4;4;0;Yes;5344.49;8809.62;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL104041;CA;300;887.21;65;MALE;Masters;Doctor;chess;04/12/2024;Parked Car;Unknown;Total Loss;Inconnu;IL;Mariafort;20;4;2;0;Yes;6725.98;6318.41;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL104188;CA;600;1422.36;63;OTHER;College;Sales;movies;09/02/2025;Parked Car;Side;Total Loss;Fire;CA;East Sethborough;1;3;4;0;Yes;18668.44;15747.36;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL104216;PA;700;714.09;40;MALE;PhD;Sales;paintball;18/11/2024;Parked Car;Side;Total Loss;Ambulance;FL;Lake Allison;0;4;0;0;Yes;13762.63;18242.32;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL104278;NC;600;1284.07;48;OTHER;College;Engineer;movies;09/07/2025;Parked Car;Front;Total Loss;Police;IL;Port Robert;16;4;2;0;Yes;3323.84;4736.61;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL104420;GA;300;1176.69;38;MALE;Masters;Doctor;chess;31/03/2024;Parked Car;Side;Total Loss;Police;FL;North Christopherton;13;3;4;0;Yes;14946.21;18611.0;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL104580;PA;500;725.9;60;OTHER;Masters;Engineer;camping;02/10/2024;Parked Car;Rear;Total Loss;Inconnu;NY;West Hannahville;5;4;1;0;Yes;13079.59;16150.36;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL105317;CA;200;602.73;31;OTHER;Masters;Technician;paintball;28/10/2024;Parked Car;Front;Total Loss;Police;CA;East Chelseaview;6;3;2;0;Yes;4711.44;4934.06;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL105814;GA;300;783.01;50;FEMALE;College;Clerk;movies;22/10/2024;Parked Car;Unknown;Total Loss;Police;NC;Port April;3;3;1;0;Yes;12612.23;18108.67;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL106045;PA;600;1081.43;69;MALE;PhD;Technician;hiking;15/09/2024;Multi-vehicle Collision;Side;Total Loss;Fire;MI;Millerville;20;2;3;0;Yes;24644.37;20586.17;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95)
POL106543;PA;400;1073.99;55;OTHER;College;Doctor;reading;22/11/2023;Parked Car;Unknown;Total Loss;Police;MI;Andreaton;20;4;2;0;Yes;9052.07;10976.11;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL107101;NY;800;1223.24;69;OTHER;High School;Clerk;reading;27/03/2025;Parked Car;Side;Total Loss;Police;MI;Tranhaven;7;4;3;0;Yes;1195.21;1629.19;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL107312;MI;200;959.63;66;OTHER;High School;Clerk;camping;22/04/2025;Parked Car;Front;Total Loss;Police;MI;South Johnville;6;4;1;0;Yes;9038.99;8523.24;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL107324;PA;400;1111.67;57;FEMALE;PhD;Lawyer;hiking;08/05/2024;Multi-vehicle Collision;Unknown;Total Loss;Inconnu;TX;Vasqueztown;13;1;2;0;Yes;13915.49;24475.83;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant total extreme (>= P95)
POL107616;OH;400;655.84;40;FEMALE;High School;Manager;yachting;09/04/2024;Multi-vehicle Collision;Side;Total Loss;Police;TX;Port Christinahaven;22;3;0;0;Yes;25360.14;21659.51;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95)
POL108468;GA;1000;1114.72;47;OTHER;Masters;Lawyer;reading;13/01/2025;Parked Car;Front;Total Loss;Fire;PA;East Anachester;19;3;0;0;Yes;18651.34;17654.95;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL108839;MI;700;1456.18;52;FEMALE;Masters;Manager;movies;29/05/2025;Single Vehicle Collision;Side;Total Loss;Fire;IL;Port Amy;20;1;2;0;No;18417.84;23526.63;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL109102;TX;800;600.88;34;OTHER;College;Technician;hiking;22/11/2023;Multi-vehicle Collision;Rear;Total Loss;Fire;OH;East Laura;8;3;2;0;Yes;23170.76;22350.5;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95)
POL109323;NC;800;672.64;34;OTHER;Masters;Lawyer;chess;04/12/2023;Parked Car;Side;Total Loss;Fire;GA;Lake Lawrencefort;13;4;2;0;Yes;5256.73;5089.49;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL109660;NC;300;1272.21;47;FEMALE;High School;Clerk;camping;12/07/2024;Multi-vehicle Collision;Front;Total Loss;Inconnu;CA;Jonesberg;1;4;4;0;Yes;12814.29;24092.48;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant total extreme (>= P95)
POL109662;MI;200;1052.49;60;MALE;College;Doctor;chess;24/08/2025;Parked Car;Rear;Total Loss;Police;PA;Madisonland;23;3;4;0;Yes;7324.61;13241.45;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL109747;PA;300;1336.83;41;OTHER;College;Technician;chess;04/07/2025;Single Vehicle Collision;Rear;Total Loss;Inconnu;FL;North Alicia;21;2;1;0;Yes;20862.37;23727.0;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90)
POL109808;TX;700;1183.83;34;FEMALE;College;Doctor;camping;24/08/2025;Parked Car;Side;Total Loss;Inconnu;NY;Mccoymouth;0;4;0;0;Yes;8702.52;7264.7;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL110059;PA;600;1410.05;71;MALE;PhD;Technician;hiking;06/11/2024;Parked Car;Rear;Total Loss;Police;PA;South Emilymouth;3;3;1;0;Yes;4459.42;5926.82;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL110083;FL;300;1428.86;45;FEMALE;PhD;Sales;camping;04/06/2024;Single Vehicle Collision;Unknown;Total Loss;Ambulance;NY;Millerville;7;3;2;0;Yes;23768.98;21406.8;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95)
POL111126;NC;500;716.19;28;OTHER;College;Clerk;movies;14/12/2023;Parked Car;Front;Total Loss;Police;NY;South Nicholas;10;3;0;0;Yes;4646.05;4816.59;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL111169;OH;300;1308.94;45;OTHER;High School;Sales;chess;30/01/2024;Parked Car;Unknown;Total Loss;Police;NY;Shepherdbury;16;4;2;0;Yes;6584.91;8638.87;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL111188;OH;700;760.72;67;OTHER;High School;Engineer;reading;02/08/2024;Parked Car;Side;Total Loss;Inconnu;MI;Jessicaton;7;3;0;0;Yes;14531.98;20251.01;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL111420;NC;400;1425.01;28;OTHER;Masters;Lawyer;chess;25/03/2024;Parked Car;Rear;Total Loss;Police;IL;Stevenbury;1;3;1;0;Yes;6370.29;5775.41;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL111784;NY;1000;758.53;43;MALE;High School;Doctor;movies;10/02/2024;Parked Car;Front;Total Loss;Fire;OH;East Timothy;3;3;0;0;Yes;2203.84;2103.93;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL112083;PA;400;1362.79;68;MALE;High School;Sales;paintball;22/08/2024;Parked Car;Unknown;Total Loss;Police;OH;West Brooke;11;4;4;0;Yes;10696.36;18045.1;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL112270;FL;300;1384.58;37;MALE;High School;Technician;movies;16/03/2024;Vehicle Theft;Unknown;Total Loss;Police;FL;Dunnstad;23;4;4;0;No;15238.66;23095.84;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL112734;FL;800;747.19;59;FEMALE;PhD;Clerk;camping;26/08/2024;Parked Car;Side;Total Loss;Fire;GA;New Maryview;6;3;2;0;Yes;12395.49;10889.2;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL113189;NY;600;660.65;36;OTHER;College;Engineer;reading;14/03/2024;Parked Car;Side;Total Loss;Police;PA;Tamaraville;4;4;2;0;Yes;8334.73;16542.69;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL113657;NC;1000;1126.99;48;FEMALE;College;Clerk;movies;16/05/2024;Multi-vehicle Collision;Front;Total Loss;Fire;NC;Juanview;11;3;1;0;Yes;19935.38;23795.31;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant total extreme (>= P95)
POL113815;OH;300;619.63;40;OTHER;College;Sales;paintball;20/10/2024;Parked Car;Front;Total Loss;Fire;NC;South Matthewshire;20;4;0;0;Yes;8800.4;11187.29;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL113907;MI;500;802.04;61;FEMALE;PhD;Clerk;hiking;09/06/2024;Single Vehicle Collision;Unknown;Total Loss;Inconnu;FL;Moniqueshire;1;1;1;0;No;16656.97;22645.71;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL114184;CA;200;674.16;58;OTHER;College;Lawyer;yachting;29/03/2024;Parked Car;Front;Total Loss;Inconnu;FL;Perezport;3;3;4;0;Yes;5718.51;9755.7;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL114187;MI;200;1336.67;73;MALE;Masters;Clerk;chess;11/06/2024;Multi-vehicle Collision;Side;Total Loss;Inconnu;NC;Troyfurt;20;3;2;0;No;13535.91;22952.65;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL114339;PA;800;1146.4;50;MALE;High School;Engineer;yachting;04/02/2024;Parked Car;Side;Total Loss;Fire;OH;Taylorland;16;4;0;0;Yes;10601.0;18325.36;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL114870;GA;1000;822.2;63;MALE;College;Manager;chess;25/10/2025;Parked Car;Front;Total Loss;Inconnu;NC;North Normaberg;4;3;3;0;Yes;540.39;1077.83;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL114918;FL;600;853.08;49;FEMALE;Masters;Sales;paintball;26/06/2025;Vehicle Theft;Unknown;Total Loss;Inconnu;OH;Schmidtmouth;23;4;1;0;No;14514.05;23550.78;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL115221;NC;700;710.08;31;OTHER;PhD;Technician;camping;12/08/2024;Multi-vehicle Collision;Rear;Total Loss;Inconnu;NC;Kaylamouth;11;2;3;0;No;16704.56;22563.65;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL115687;GA;300;675.76;41;FEMALE;Masters;Clerk;paintball;26/02/2025;Single Vehicle Collision;Front;Total Loss;Fire;PA;New Joanne;20;3;3;0;Yes;23563.44;19757.1;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95)
POL115894;PA;400;1458.6;66;MALE;Masters;Engineer;paintball;26/12/2024;Multi-vehicle Collision;Side;Total Loss;Fire;CA;West Garretttown;20;3;2;0;No;12894.79;23652.05;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL116076;OH;800;1052.56;59;OTHER;College;Doctor;paintball;21/02/2025;Parked Car;Side;Total Loss;Inconnu;IL;Millsview;2;3;0;0;Yes;9897.93;13078.21;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL116526;FL;300;893.17;34;MALE;PhD;Technician;hiking;03/12/2024;Parked Car;Front;Total Loss;Police;FL;West Davidburgh;21;4;1;0;Yes;8221.96;11858.1;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL116748;GA;500;1487.08;66;FEMALE;High School;Lawyer;reading;12/05/2024;Parked Car;Rear;Total Loss;Police;TX;Robinsonland;15;4;3;0;Yes;9119.81;12408.6;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL117367;IL;400;689.28;58;OTHER;College;Engineer;paintball;27/07/2025;Parked Car;Unknown;Total Loss;Inconnu;IL;Larsonberg;10;4;1;0;Yes;18095.25;18595.07;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL117510;NC;400;1478.7;58;FEMALE;PhD;Teacher;reading;15/02/2025;Parked Car;Front;Total Loss;Ambulance;GA;North Jeffreymouth;23;4;3;0;Yes;6197.69;5409.99;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
